,cbBTC_USD,WBTC_USD,GIGA_USD,FDUSD_USD,titcoin_USD,BOBAOPPA_USD,Fartcoin_USD,SPX_USD,zBTC_USD,WBTC_USD,zBTC_USD,cbBTC_USD,Fartcoin_USD,BOBAOPPA_USD,SPX_USD,Fartcoin_USD,BOBAOPPA_USD,GOAT_USD,BILLY_USD,VIRTUAL_USD,SAG3_USD,VIRTUAL_USD,FWOG_USD,UFD_USD,SAM_USD,VIRTUAL_USD,POPCAT_USD,FWOG_USD
cbBTC_USD,1.0,0.999944427476756,0.8747433570266111,0.2182923247744566,-0.39208814333383585,-0.1965846965092134,0.86061278742587,0.9595989628155246,0.9884602123695814,0.999944427476756,0.9884602123695814,1.0,0.86061278742587,-0.1965846965092134,0.9595989628155246,0.86061278742587,-0.1965846965092134,0.8484110328504407,0.5396789886617402,0.8503274389701493,0.5544465411120292,0.8503274389701493,0.8537871601022233,0.6380488858654453,0.49049177484048884,0.8503274389701493,0.9035813577333174,0.8537871601022233
WBTC_USD,0.999944427476756,1.0,0.8733433308178812,0.21792489467774676,-0.39264045717015494,-0.197589639133279,0.8612538488567784,0.9594047042528658,0.9889176911236278,1.0,0.9889176911236278,0.999944427476756,0.8612538488567784,-0.197589639133279,0.9594047042528658,0.8612538488567784,-0.197589639133279,0.8471619771495743,0.538191487848456,0.849715668518687,0.5563565781596692,0.849715668518687,0.8524333842640087,0.6386142667352884,0.4883311801358835,0.849715668518687,0.9031577048628158,0.8524333842640087
GIGA_USD,0.8747433570266111,0.8733433308178812,1.0,0.10785857621834165,-0.267445328131463,-0.036629042380651296,0.8781608715355501,0.8938041335394317,0.8681696904157628,0.8733433308178815,0.8681696904157628,0.8747433570266117,0.8781608715355501,-0.036629042380651296,0.8938041335394317,0.8781608715355501,-0.036629042380651296,0.8014813964585096,0.4658472895873336,0.7290492987040583,0.2836593962639918,0.7290492987040583,0.7664107905456962,0.4622448797142223,0.3864357822619142,0.7290492987040583,0.832708276544201,0.7664107905456962
FDUSD_USD,0.2182923247744566,0.21792489467774676,0.10785857621834165,1.0,-0.40102750578873386,-0.419172373292908,0.08407567913555375,0.25807574379447157,0.25211309949764255,0.21792489467774698,0.25211309949764255,0.21829232477445745,0.08407567913555375,-0.419172373292908,0.25807574379447157,0.08407567913555375,-0.419172373292908,0.30492385690267637,0.15758862557435116,0.3165646624835594,0.31153060799564103,0.3165646624835594,0.30991506070579145,0.38715134241895455,0.3174222938165481,0.3165646624835594,0.30555020781492914,0.30991506070579145
titcoin_USD,-0.39208814333383585,-0.39264045717015494,-0.267445328131463,-0.40102750578873386,1.0,0.9582475091272583,-0.12070510030003494,-0.4215812288420502,-0.3807811312747989,-0.39264045717015533,-0.3807811312747989,-0.39208814333383635,-0.12070510030003494,0.9582475091272583,-0.4215812288420502,-0.12070510030003494,0.9582475091272583,-0.7297555035293732,-0.4404561477704938,-0.7713579448546067,-0.6336369812973087,-0.7713579448546067,-0.7256668899001362,-0.8835329792557117,-0.814501333275369,-0.7713579448546067,-0.69009257492704,-0.7256668899001362
BOBAOPPA_USD,-0.1965846965092134,-0.197589639133279,-0.036629042380651296,-0.419172373292908,0.9582475091272583,1.0,0.10280057076297296,-0.22421875092041024,-0.18792630874045627,-0.19758963913327943,-0.18792630874045627,-0.19658469650921362,0.10280057076297296,1.0,-0.22421875092041024,0.10280057076297296,1.0,-0.5540320248103915,-0.29627096597533614,-0.6190944075993624,-0.5734860387740062,-0.6190944075993624,-0.5555591551083114,-0.7878065190371538,-0.7378486769069583,-0.6190944075993624,-0.5145380760114951,-0.5555591551083114
Fartcoin_USD,0.86061278742587,0.8612538488567784,0.8781608715355501,0.08407567913555375,-0.12070510030003494,0.10280057076297296,1.0,0.9000352973177976,0.8706145480160548,0.8612538488567789,0.8706145480160548,0.8606127874258708,1.0,0.10280057076297298,0.9000352973177976,1.0,0.10280057076297298,0.6521933847428564,0.4093091551216945,0.626580095808576,0.30193766948665496,0.626580095808576,0.6413610944572677,0.3994782329611336,0.24805673705975567,0.626580095808576,0.7295951984962208,0.6413610944572677
SPX_USD,0.9595989628155246,0.9594047042528658,0.8938041335394317,0.25807574379447157,-0.4215812288420502,-0.22421875092041024,0.9000352973177976,1.0,0.9524578595568437,0.9594047042528662,0.9524578595568437,0.9595989628155251,0.9000352973177976,-0.22421875092041008,1.0,0.9000352973177976,-0.22421875092041008,0.8578394965823928,0.5449850633692781,0.8553963416870162,0.536691529884414,0.8553963416870162,0.8641167033852762,0.6763477366861994,0.5222557127741904,0.8553963416870162,0.9197878547402952,0.8641167033852762
zBTC_USD,0.9884602123695814,0.9889176911236278,0.8681696904157628,0.25211309949764255,-0.3807811312747989,-0.18792630874045627,0.8706145480160548,0.9524578595568437,1.0,0.988917691123628,1.0,0.9884602123695817,0.8706145480160548,-0.18792630874045613,0.952457859556844,0.8706145480160548,-0.18792630874045613,0.8335118029958456,0.5364689606414335,0.8352006125486379,0.5549261977427862,0.8352006125486379,0.8362090773241146,0.6307539249815668,0.46534828599750333,0.8352006125486379,0.8893924683521757,0.8362090773241146
WBTC_USD,0.999944427476756,1.0,0.8733433308178815,0.21792489467774698,-0.39264045717015533,-0.19758963913327943,0.8612538488567789,0.9594047042528662,0.988917691123628,1.0,0.9889176911236278,0.999944427476756,0.8612538488567784,-0.197589639133279,0.9594047042528658,0.8612538488567784,-0.197589639133279,0.8471619771495743,0.538191487848456,0.849715668518687,0.5563565781596692,0.849715668518687,0.8524333842640087,0.6386142667352884,0.4883311801358835,0.849715668518687,0.9031577048628158,0.8524333842640087
zBTC_USD,0.9884602123695814,0.9889176911236278,0.8681696904157628,0.25211309949764255,-0.3807811312747989,-0.18792630874045627,0.8706145480160548,0.9524578595568437,1.0,0.9889176911236278,1.0,0.9884602123695817,0.8706145480160548,-0.18792630874045613,0.952457859556844,0.8706145480160548,-0.18792630874045613,0.8335118029958456,0.5364689606414335,0.8352006125486379,0.5549261977427862,0.8352006125486379,0.8362090773241146,0.6307539249815668,0.46534828599750333,0.8352006125486379,0.8893924683521757,0.8362090773241146
cbBTC_USD,1.0,0.999944427476756,0.8747433570266117,0.21829232477445745,-0.39208814333383635,-0.19658469650921362,0.8606127874258708,0.9595989628155251,0.9884602123695817,0.999944427476756,0.9884602123695817,1.0,0.86061278742587,-0.1965846965092134,0.9595989628155246,0.86061278742587,-0.1965846965092134,0.8484110328504407,0.5396789886617402,0.8503274389701493,0.5544465411120292,0.8503274389701493,0.8537871601022233,0.6380488858654453,0.49049177484048884,0.8503274389701493,0.9035813577333174,0.8537871601022233
Fartcoin_USD,0.86061278742587,0.8612538488567784,0.8781608715355501,0.08407567913555375,-0.12070510030003494,0.10280057076297296,1.0,0.9000352973177976,0.8706145480160548,0.8612538488567784,0.8706145480160548,0.86061278742587,1.0,0.10280057076297298,0.9000352973177976,1.0,0.10280057076297298,0.6521933847428564,0.4093091551216945,0.626580095808576,0.30193766948665496,0.626580095808576,0.6413610944572677,0.3994782329611336,0.24805673705975567,0.626580095808576,0.7295951984962208,0.6413610944572677
BOBAOPPA_USD,-0.1965846965092134,-0.197589639133279,-0.036629042380651296,-0.419172373292908,0.9582475091272583,1.0,0.10280057076297298,-0.22421875092041008,-0.18792630874045613,-0.197589639133279,-0.18792630874045613,-0.1965846965092134,0.10280057076297298,1.0,-0.22421875092041024,0.10280057076297296,1.0,-0.5540320248103915,-0.29627096597533614,-0.6190944075993624,-0.5734860387740062,-0.6190944075993624,-0.5555591551083114,-0.7878065190371538,-0.7378486769069583,-0.6190944075993624,-0.5145380760114951,-0.5555591551083114
SPX_USD,0.9595989628155246,0.9594047042528658,0.8938041335394317,0.25807574379447157,-0.4215812288420502,-0.22421875092041024,0.9000352973177976,1.0,0.952457859556844,0.9594047042528658,0.952457859556844,0.9595989628155246,0.9000352973177976,-0.22421875092041024,1.0,0.9000352973177976,-0.22421875092041008,0.8578394965823928,0.5449850633692781,0.8553963416870162,0.536691529884414,0.8553963416870162,0.8641167033852762,0.6763477366861994,0.5222557127741904,0.8553963416870162,0.9197878547402952,0.8641167033852762
Fartcoin_USD,0.86061278742587,0.8612538488567784,0.8781608715355501,0.08407567913555375,-0.12070510030003494,0.10280057076297296,1.0,0.9000352973177976,0.8706145480160548,0.8612538488567784,0.8706145480160548,0.86061278742587,1.0,0.10280057076297296,0.9000352973177976,1.0,0.10280057076297298,0.6521933847428564,0.4093091551216945,0.626580095808576,0.30193766948665496,0.626580095808576,0.6413610944572677,0.3994782329611336,0.24805673705975567,0.626580095808576,0.7295951984962208,0.6413610944572677
BOBAOPPA_USD,-0.1965846965092134,-0.197589639133279,-0.036629042380651296,-0.419172373292908,0.9582475091272583,1.0,0.10280057076297298,-0.22421875092041008,-0.18792630874045613,-0.197589639133279,-0.18792630874045613,-0.1965846965092134,0.10280057076297298,1.0,-0.22421875092041008,0.10280057076297298,1.0,-0.5540320248103915,-0.29627096597533614,-0.6190944075993624,-0.5734860387740062,-0.6190944075993624,-0.5555591551083114,-0.7878065190371538,-0.7378486769069583,-0.6190944075993624,-0.5145380760114951,-0.5555591551083114
GOAT_USD,0.8484110328504407,0.8471619771495743,0.8014813964585096,0.30492385690267637,-0.7297555035293732,-0.5540320248103915,0.6521933847428564,0.8578394965823928,0.8335118029958456,0.8471619771495743,0.8335118029958456,0.8484110328504407,0.6521933847428564,-0.5540320248103915,0.8578394965823928,0.6521933847428564,-0.5540320248103915,1.0,0.6445161598517755,0.9729181124832221,0.6247429887034478,0.9729181124832221,0.9762355111024114,0.8508208711880791,0.7704546833671749,0.9729181124832221,0.9622243071893651,0.9762355111024114
BILLY_USD,0.5396789886617402,0.538191487848456,0.4658472895873336,0.15758862557435116,-0.4404561477704938,-0.29627096597533614,0.4093091551216945,0.5449850633692781,0.5364689606414335,0.538191487848456,0.5364689606414335,0.5396789886617402,0.4093091551216945,-0.29627096597533614,0.5449850633692781,0.4093091551216945,-0.29627096597533614,0.6445161598517755,1.0,0.686727547501842,0.6586801500694363,0.686727547501842,0.6998718296881347,0.6471823896205029,0.7141954542434077,0.686727547501842,0.5698909778309295,0.6998718296881347
VIRTUAL_USD,0.8503274389701493,0.849715668518687,0.7290492987040583,0.3165646624835594,-0.7713579448546067,-0.6190944075993624,0.626580095808576,0.8553963416870162,0.8352006125486379,0.849715668518687,0.8352006125486379,0.8503274389701493,0.626580095808576,-0.6190944075993624,0.8553963416870162,0.626580095808576,-0.6190944075993624,0.9729181124832221,0.686727547501842,1.0,0.7047468477689918,1.0,0.9836912305033197,0.9072755777706147,0.8341469643477364,1.0,0.9606462617007506,0.9836912305033197
SAG3_USD,0.5544465411120292,0.5563565781596692,0.2836593962639918,0.31153060799564103,-0.6336369812973087,-0.5734860387740062,0.30193766948665496,0.536691529884414,0.5549261977427862,0.5563565781596692,0.5549261977427862,0.5544465411120292,0.30193766948665496,-0.5734860387740062,0.536691529884414,0.30193766948665496,-0.5734860387740062,0.6247429887034478,0.6586801500694363,0.7047468477689918,1.0,0.7047468477689918,0.6718256814588757,0.8150479924182304,0.6054974816216461,0.7047468477689918,0.595831725540494,0.6718256814588757
VIRTUAL_USD,0.8503274389701493,0.849715668518687,0.7290492987040583,0.3165646624835594,-0.7713579448546067,-0.6190944075993624,0.626580095808576,0.8553963416870162,0.8352006125486379,0.849715668518687,0.8352006125486379,0.8503274389701493,0.626580095808576,-0.6190944075993624,0.8553963416870162,0.626580095808576,-0.6190944075993624,0.9729181124832221,0.686727547501842,1.0,0.7047468477689918,1.0,0.9836912305033197,0.9072755777706147,0.8341469643477364,1.0,0.9606462617007506,0.9836912305033197
FWOG_USD,0.8537871601022233,0.8524333842640087,0.7664107905456962,0.30991506070579145,-0.7256668899001362,-0.5555591551083114,0.6413610944572677,0.8641167033852762,0.8362090773241146,0.8524333842640087,0.8362090773241146,0.8537871601022233,0.6413610944572677,-0.5555591551083114,0.8641167033852762,0.6413610944572677,-0.5555591551083114,0.9762355111024114,0.6998718296881347,0.9836912305033197,0.6718256814588757,0.9836912305033197,1.0,0.8796887487090925,0.8149286575724581,0.9836912305033197,0.9617729827193856,1.0
UFD_USD,0.6380488858654453,0.6386142667352884,0.4622448797142223,0.38715134241895455,-0.8835329792557117,-0.7878065190371538,0.3994782329611336,0.6763477366861994,0.6307539249815668,0.6386142667352884,0.6307539249815668,0.6380488858654453,0.3994782329611336,-0.7878065190371538,0.6763477366861994,0.3994782329611336,-0.7878065190371538,0.8508208711880791,0.6471823896205029,0.9072755777706147,0.8150479924182304,0.9072755777706147,0.8796887487090925,1.0,0.8588544376121982,0.9072755777706148,0.8233991724082858,0.8796887487090923
SAM_USD,0.49049177484048884,0.4883311801358835,0.3864357822619142,0.3174222938165481,-0.814501333275369,-0.7378486769069583,0.24805673705975567,0.5222557127741904,0.46534828599750333,0.4883311801358835,0.46534828599750333,0.49049177484048884,0.24805673705975567,-0.7378486769069583,0.5222557127741904,0.24805673705975567,-0.7378486769069583,0.7704546833671749,0.7141954542434077,0.8341469643477364,0.6054974816216461,0.8341469643477364,0.8149286575724581,0.8588544376121982,1.0,0.8341469643477366,0.712077407004805,0.8149286575724584
VIRTUAL_USD,0.8503274389701493,0.849715668518687,0.7290492987040583,0.3165646624835594,-0.7713579448546067,-0.6190944075993624,0.626580095808576,0.8553963416870162,0.8352006125486379,0.849715668518687,0.8352006125486379,0.8503274389701493,0.626580095808576,-0.6190944075993624,0.8553963416870162,0.626580095808576,-0.6190944075993624,0.9729181124832221,0.686727547501842,1.0,0.7047468477689918,1.0,0.9836912305033197,0.9072755777706148,0.8341469643477366,1.0,0.9606462617007506,0.9836912305033197
POPCAT_USD,0.9035813577333174,0.9031577048628158,0.832708276544201,0.30555020781492914,-0.69009257492704,-0.5145380760114951,0.7295951984962208,0.9197878547402952,0.8893924683521757,0.9031577048628158,0.8893924683521757,0.9035813577333174,0.7295951984962208,-0.5145380760114951,0.9197878547402952,0.7295951984962208,-0.5145380760114951,0.9622243071893651,0.5698909778309295,0.9606462617007506,0.595831725540494,0.9606462617007506,0.9617729827193856,0.8233991724082858,0.712077407004805,0.9606462617007506,1.0,0.9617729827193858
FWOG_USD,0.8537871601022233,0.8524333842640087,0.7664107905456962,0.30991506070579145,-0.7256668899001362,-0.5555591551083114,0.6413610944572677,0.8641167033852762,0.8362090773241146,0.8524333842640087,0.8362090773241146,0.8537871601022233,0.6413610944572677,-0.5555591551083114,0.8641167033852762,0.6413610944572677,-0.5555591551083114,0.9762355111024114,0.6998718296881347,0.9836912305033197,0.6718256814588757,0.9836912305033197,1.0,0.8796887487090923,0.8149286575724584,0.9836912305033197,0.9617729827193858,1.0
